1736Y-1344900000,NBH-L1SW-AP159,D8:84:66:E2:44:6D,48,6,172.21.71.61,NBH-A16-SW-1SW-Gi3/0/2
1736Y-1345000000,NBH-L1NE-AP158,D8:84:66:E2:44:72,116,11,172.21.71.81,NBH-A10-SW-1NE-Gi2/0/8
1736Y-1345100000,NBH-L5SW-AP673,D8:84:66:E2:44:77,100,11,172.21.71.122,NBH-A32-SW-5SW-Gi3/0/1
1736Y-1345200000,NBH-L5SE-AP486,D8:84:66:E2:44:7C,40,11,172.21.71.138,NBH-A31-SW-5SE-Gi1/0/6
1736Y-1345300000,NBH-L5SE-AP488,D8:84:66:E2:44:81,48,1,172.21.71.66,NBH-A31-SW-5SE-Gi3/0/3
1736Y-1345400000,NBH-L5SE-AP487,D8:84:66:E2:44:86,36,11,172.21.71.149,NBH-A31-SW-5SE-Gi1/0/3
1736Y-1345500000,NBH-L3SW-AP343,D8:84:66:E2:44:8B,165,11,172.21.71.146,NBH-A24-SW-3SW-Gi2/0/3
1736Y-1345600000,NBH-L3SW-AP344,D8:84:66:E2:44:90,161,6,172.21.70.225,NBH-A24-SW-3SW-Gi1/0/8
1736Y-1345700000,NBH-L4NW-AP418,D8:84:66:E2:44:95,165,6,172.21.71.6,NBH-A26-SW-4NW-Gi1/0/3
1736Y-1345800000,NBH-BNE-AP011,D8:84:66:E2:44:9A,149,1,172.21.70.255,NBH-A03-SW-BNE-Gi3/0/3
1736Y-1345900000,NBH-GNE-AP068,D8:84:66:E2:44:9F,44,6,172.21.69.239,NBH-A05-SW-GNE-Gi2/0/1
1736Y-1346000000,NBH-L5SE-AP489,D8:84:66:E2:44:A4,52,6,172.21.71.161,NBH-A31-SW-5SE-Gi3/0/1
1736Y-1346100000,NBH-GNE-AP069,D8:84:66:E2:44:A9,149,6,172.21.70.221,NBH-A05-SW-GNE-Gi4/0/1
1736Y-1346200000,NBH-L1NE-AP161,D8:84:66:E2:44:AE,153,1,172.21.69.167,NBH-A10-SW-1NE-Gi2/0/2
1736Y-1346300000,NBH-L5NW-AP490,D8:84:66:E2:44:B3,161,11,172.21.70.33,NBH-A30-SW-5NW-Gi1/0/7
1736Y-1346400000,NBH-L6NW-AP551,D8:84:66:E2:44:B8,44,1,172.21.71.170,NBH-A34-SW-6NW-Gi2/0/12
1736Y-1346500000,NBH-L1NE-AP162,D8:84:66:E2:44:BD,132,6,172.21.71.78,NBH-A10-SW-1NE-Gi1/0/9
1736Y-1346600000,NBH-L1NW-AP163,D8:84:66:E2:44:C2,40,1,172.21.71.57,NBH-A12-SW-1NW-Gi5/0/2
1736Y-1346700000,NBH-BNE-AP012,D8:84:66:E2:44:C7,149,1,172.21.70.185,NBH-A03-SW-BNE-Gi3/0/7
1736Y-1346800000,NBH-L3SW-AP345,D8:84:66:E2:44:CC,165,11,172.21.71.31,NBH-A24-SW-3SW-Gi2/0/8
1736Y-1346900000,NBH-L3SW-AP346,D8:84:66:E2:44:D1,44,1,172.21.70.179,NBH-A24-SW-3SW-Gi1/0/5
1736Y-1347000000,NBH-BNE-AP013,D8:84:66:E2:44:D6,36,1,172.21.71.59,NBH-A03-SW-BNE-Gi3/0/4
1736Y-1347100000,NBH-L4NW-AP419,D8:84:66:E2:44:DB,153,11,172.21.70.220,NBH-A26-SW-4NW-Gi1/0/6
1736Y-1347200000,NBH-L6NW-AP552,D8:84:66:E2:44:E0,40,11,172.21.70.184,NBH-A34-SW-6NW-Gi1/0/13
1736Y-1347300000,NBH-L1NW-AP164,D8:84:66:E2:44:E5,161,11,172.21.70.188,NBH-A12-SW-1NW-Gi2/0/5
1736Y-1347400000,NBH-GNE-AP070,D8:84:66:E2:44:EA,40,11,172.21.71.55,NBH-A05-SW-GNE-Gi2/0/3
1736Y-1347500000,NBH-L1NW-AP165,D8:84:66:E2:44:EF,161,1,172.21.71.72,NBH-A12-SW-1NW-Gi3/0/5
1736Y-1347600000,NBH-L4NE-AP420,D8:84:66:E2:44:F4,44,11,172.21.71.58,NBH-A25-SW-4NE-Gi1/0/2
1736Y-1347700000,NBH-L4NW-AP421,D8:84:66:E2:44:F9,48,1,172.21.71.102,NBH-A26-SW-4NW-Gi1/0/2
1736Y-1347800000,NBH-L1NW-AP166,D8:84:66:E2:44:FE,48,11,172.21.70.197,NA
1736Y-1347900000,NBH-L4NW-AP422,D8:84:66:E2:45:03,36,6,172.21.71.32,NBH-A26-SW-4NW-Gi2/0/3
1736Y-1348000000,NBH-L3SW-AP348,D8:84:66:E2:45:08,153,6,172.21.71.151,NBH-A24-SW-3SW-Gi1/0/6
1736Y-1348100000,NBH-GSE-AP071,D8:84:66:E2:45:0D,157,6,172.21.70.204,NBH-A08-SW-GSE-Gi3/0/13
1736Y-1348200000,NBH-L3SE-AP347,D8:84:66:E2:45:12,40,6,172.21.71.114,NBH-A27-SW-4SE-Gi4/0/1
1736Y-1348300000,NBH-L5SW-AP491,D8:84:66:E2:45:17,40,6,172.21.71.51,NBH-A32-SW-5SW-Gi3/0/2
1736Y-1348400000,NBH-L8NE-AP665,D8:84:66:E2:45:1C,48,11,172.21.69.52,NBH-A37-SW-7NE-Gi1/0/41
1736Y-1348500000,NBH-GNW-AP073,D8:84:66:E2:45:21,36,6,172.21.70.250,NBH-A07-SW-GNW-Gi1/0/1
1736Y-1348600000,NBH-L1NE-AP167,D8:84:66:E2:45:26,44,11,172.21.71.45,NBH-A10-SW-1NE-Gi4/0/7
1736Y-1348700000,NBH-L4NW-AP423,D8:84:66:E2:45:2B,40,6,172.21.71.96,NBH-A26-SW-4NW-Gi1/0/1
1736Y-1348800000,NBH-L1SW-AP168,D8:84:66:E2:45:30,40,6,172.21.71.152,NBH-A16-SW-1SW-Gi3/0/3
1736Y-1348900000,NBH-L1NE-AP169,D8:84:66:E2:45:35,40,1,172.21.71.17,NBH-A10-SW-1NE-Gi4/0/6
1736Y-1349000000,NBH-GNW-AP072,D8:84:66:E2:45:3A,48,1,172.21.70.196,NBH-A07-SW-GNW-Gi5/0/4
1736Y-1349100000,NBH-L3NW-AP349,D8:84:66:E2:45:3F,149,11,172.21.71.153,NBH-A22-SW-3NW-Gi1/0/19
1736Y-1349200000,NBH-GNW-AP074,D8:84:66:E2:45:44,153,11,172.21.71.71,NBH-A07-SW-GNW-Gi3/0/2
1736Y-1349300000,NBH-L6NW-AP553,D8:84:66:E2:45:49,165,6,172.21.69.40,NBH-A34-SW-6NW-Gi2/0/4
1736Y-1349400000,NBH-L3NW-AP350,D8:84:66:E2:45:4E,153,1,172.21.71.83,NBH-A22-SW-3NW-Gi2/0/10
1736Y-1349500000,NBH-BNE-AP680,D8:84:66:E2:45:53,161,6,172.21.69.98,NBH-A03-SW-BNE-Gi1/0/38
1736Y-1349600000,NBH-GNW-AP075,D8:84:66:E2:45:58,165,6,172.21.71.67,NBH-A07-SW-GNW-Gi1/0/5
1736Y-1349700000,NBH-BSW-AP643,D8:84:66:E2:45:5D,165,11,172.21.70.215,NBH-A09-SW-GSW-Gi4/0/2
1736Y-1349800000,NBH-L6SW-AP554,D8:84:66:E2:45:62,149,1,172.21.71.23,NBH-A36-SW-6SW-Gi1/0/1
1736Y-1349900000,NBH-L2SE-AP261,D8:84:66:E2:45:67,157,6,172.21.71.110,NBH-A19-SW-2SE-Gi1/0/4
1736Y-1350000000,NBH-BNE-AP015,D8:84:66:E2:45:6C,161,11,172.21.71.65,NBH-A03-SW-BNE-Gi2/0/2
1736Y-1350100000,NBH-GNE-AP076,D8:84:66:E2:45:71,153,1,172.21.70.219,NBH-A05-SW-GNE-Gi4/0/6
1736Y-1350200000,NBH-BNW-AP640,D8:84:66:E2:45:76,40,1,172.21.71.148,NBH-A04-SW-BNW-Gi1/0/2
1736Y-1350300000,NBH-BSW-AP641,D8:84:66:E2:45:7B,161,1,172.21.71.60,NBH-A09-SW-GSW-Gi5/0/2
1736Y-1350400000,NBH-BNE-AP014,D8:84:66:E2:45:80,165,1,172.21.71.89,NBH-A03-SW-BNE-Gi2/0/1
1736Y-1350500000,NBH-L4SE-AP424,D8:84:66:E2:45:85,40,6,172.21.70.205,NBH-A27-SW-4SE-Gi1/0/4
1736Y-1350600000,NBH-L1SE-AP170,D8:84:66:E2:45:8A,52,1,172.21.71.116,NBH-A14-SW-1SE-Gi3/0/1
1736Y-1350700000,NBH-L2NW-AP262,D8:84:66:E2:45:8F,149,6,172.21.71.9,NBH-A38-SW-7NW-Gi1/0/18
1736Y-1350800000,NBH-GNW-AP079,D8:84:66:E2:45:94,44,1,172.21.71.103,NBH-A07-SW-GNW-Gi2/0/2
1736Y-1350900000,NBH-L5NW-AP492,D8:84:66:E2:45:99,36,6,172.21.71.49,NBH-A34-SW-6NW-Gi1/0/12
1736Y-1351000000,NBH-BNE-AP664,D8:84:66:E2:45:9E,52,1,172.21.69.99,NBH-A03-SW-BNE-Gi1/0/47
1736Y-1351100000,NBH-BNW-AP642,D8:84:66:E2:45:A3,48,11,172.21.69.89,NBH-A04-SW-BNW-Gi2/0/4
1736Y-1351200000,NBH-GNW-AP078,D8:84:66:E2:45:A8,100,6,172.21.71.26,NBH-A07-SW-GNW-Gi1/0/3
1736Y-1351300000,NBH-GNE-AP077,D8:84:66:E2:45:AD,149,6,172.21.70.232,NBH-A05-SW-GNE-Gi1/0/7
1736Y-1351400000,NBH-L3SE-AP351,D8:84:66:E2:45:B2,153,6,172.21.69.110,NBH-A23-SW-3SE-Gi3/0/1
1736Y-1351500000,NBH-L7NE-AP619,D8:84:66:E2:45:B7,165,11,172.21.70.223,NBH-A37-SW-7NE-Gi1/0/15
1736Y-1351600000,NBH-L6NW-AP555,D8:84:66:E2:45:BC,149,11,172.21.71.93,NBH-A34-SW-6NW-Gi1/0/4
1736Y-1351700000,NBH-L4SE-AP426,D8:84:66:E2:45:C1,36,1,172.21.70.230,NBH-A27-SW-4SE-Gi2/0/2
1736Y-1351800000,NBH-L5NE-AP493,D8:84:66:E2:45:C6,40,1,172.21.71.10,NBH-A29-SW-5NE-Gi3/0/1
1736Y-1351900000,NBH-L6NW-AP556,D8:84:66:E2:45:CB,157,1,172.21.71.139,NBH-A38-SW-7NW-Gi1/0/13
1736Y-1352000000,NBH-L4SW-AP427,D8:84:66:E2:45:D0,157,1,172.21.71.106,NBH-A28-SW-4SW-Gi3/0/2
1736Y-1352100000,NBH-L4SW-AP425,D8:84:66:E2:45:D5,161,6,172.21.71.11,NBH-A28-SW-4SW-Gi1/0/2
1736Y-1352200000,NBH-L5NW-AP494,D8:84:66:E2:45:DA,48,11,172.21.71.132,NBH-A30-SW-5NW-Gi3/0/7
1736Y-1352300000,NBH-BNW-AP644,D8:84:66:E2:45:DF,40,11,172.21.69.85,NBH-A04-SW-BNW-Gi1/0/6
1736Y-1352400000,NBH-L6NW-AP557,D8:84:66:E2:45:E4,40,1,172.21.71.88,NBH-A34-SW-6NW-Gi2/0/9
1736Y-1352500000,NBH-L5NW-AP498,D8:84:66:E2:45:E9,165,1,172.21.70.222,NBH-A30-SW-5NW-Gi3/0/6
1736Y-1352600000,NBH-L5NE-AP495,D8:84:66:E2:45:EE,149,11,172.21.71.133,NBH-A29-SW-5NE-Gi1/0/2
1736Y-1352700000,NBH-L5NE-AP497,D8:84:66:E2:45:F3,161,11,172.21.71.121,NBH-A29-SW-5NE-Gi1/0/1
1736Y-1352800000,NBH-L5NE-AP496,D8:84:66:E2:45:F8,157,6,172.21.71.7,NBH-A29-SW-5NE-Gi2/0/1
1736Y-1352900000,NBH-L4SW-AP429,D8:84:66:E2:45:FD,165,11,172.21.71.24,NBH-A28-SW-4SW-Gi2/0/2
1736Y-1353000000,NBH-L2SE-AP263,D8:84:66:E2:46:02,56,11,172.21.70.199,NBH-A19-SW-2SE-Gi2/0/1
1736Y-1353100000,NBH-L4NE-AP428,D8:84:66:E2:46:07,44,6,172.21.71.156,NBH-A25-SW-4NE-Gi3/0/3
1736Y-1353200000,NBH-L5NE-AP499,D8:84:66:E2:46:0C,36,11,172.21.70.236,NBH-A29-SW-5NE-Gi3/0/3
1736Y-1353300000,NBH-L5NW-AP500,D8:84:66:E2:46:11,149,1,172.21.68.79,NBH-A30-SW-5NW-Gi1/0/6
1736Y-1353400000,NBH-L4NE-AP432,D8:84:66:E2:46:16,40,1,172.21.71.8,NBH-A25-SW-4NE-Gi3/0/4
1736Y-1353500000,NBH-GNE-AP080,D8:84:66:E2:46:1B,100,6,172.21.71.136,NBH-A05-SW-GNE-Gi4/0/4
1736Y-1353600000,NBH-L2SE-AP264,D8:84:66:E2:46:20,149,11,172.21.71.128,NBH-A19-SW-2SE-Gi3/0/5
1736Y-1353700000,NBH-L4NE-AP430,D8:84:66:E2:46:25,48,11,172.21.71.91,NBH-A25-SW-4NE-Gi4/0/3
1736Y-1353800000,NBH-L4NE-AP431,D8:84:66:E2:46:2A,149,11,172.21.69.146,NBH-A25-SW-4NE-Gi4/0/4
1736Y-1353900000,NBH-L6NE-AP558,D8:84:66:E2:46:2F,161,6,172.21.70.182,NBH-A33-SW-6NE-Gi1/0/14
1736Y-1354000000,NBH-L4NE-AP434,D8:84:66:E2:46:34,153,6,172.21.71.137,NBH-A25-SW-4NE-Gi2/0/5
1736Y-1354100000,NBH-L4NE-AP437,D8:84:66:E2:46:39,161,1,172.21.68.132,NBH-A25-SW-4NE-Gi4/0/2
1736Y-1354200000,NBH-L2SE-AP267,D8:84:66:E2:46:3E,40,1,172.21.71.169,NBH-A19-SW-2SE-Gi2/0/5
1736Y-1354300000,NBH-L4NE-AP435,D8:84:66:E2:46:43,149,1,172.21.71.64,NBH-A25-SW-4NE-Gi1/0/4
1736Y-1354400000,NBH-L2SW-AP266,D8:84:66:E2:46:48,153,11,172.21.71.120,NBH-A20-SW-2SW-Gi3/0/4
1736Y-1354500000,NBH-L4NE-AP436,D8:84:66:E2:46:4D,153,6,172.21.70.234,NBH-A25-SW-4NE-Gi2/0/4
1736Y-1354600000,NBH-L2SE-AP265,D8:84:66:E2:46:52,36,6,172.21.71.98,NBH-A19-SW-2SE-Gi3/0/3
1736Y-1354700000,NBH-L4NE-AP433,D8:84:66:E2:46:57,36,6,172.21.71.46,NBH-A25-SW-4NE-Gi2/0/3
1736Y-1354800000,NBH-L2SE-AP269,D8:84:66:E2:46:5C,157,1,172.21.71.165,NBH-A19-SW-2SE-Gi3/0/1
1736Y-1354900000,NBH-L2NW-AP270,D8:84:66:E2:46:61,161,1,172.21.71.111,NBH-A18-SW-2NW-Gi1/0/3
1736Y-1355000000,NBH-L2SEAP271,D8:84:66:E2:46:66,48,1,172.21.71.107,NBH-A19-SW-2SE-Gi4/0/1
1736Y-1355100000,NBH-L7NW-AP620,D8:84:66:E2:46:6B,149,1,172.21.70.213,NBH-A38-SW-7NW-Gi1/0/6
1736Y-1355200000,NBH-L4NW-AP438,D8:84:66:E2:46:70,44,11,172.21.70.218,NBH-A26-SW-4NW-Gi1/0/5
1736Y-1355300000,NBH-GSE-AP081,D8:84:66:E2:46:75,153,1,172.21.71.84,NBH-A08-SW-GSE-Gi1/0/17
1736Y-1355400000,NBH-L2NW-AP268,D8:84:66:E2:46:7A,40,6,172.21.68.239,NBH-A18-SW-2NW-Gi3/0/1
1736Y-1355500000,NBH-BNE-AP016,D8:84:66:E2:46:7F,40,11,172.21.70.251,NBH-A03-SW-BNE-Gi1/0/5
1736Y-1355600000,NBH-L7NE-AP622,D8:84:66:E2:46:84,153,1,172.21.71.168,NBH-A37-SW-7NE-Gi1/0/6
1736Y-1355700000,NBH-L7NE-AP621,D8:84:66:E2:46:89,48,1,172.21.70.237,NBH-A37-SW-7NE-Gi1/0/18
1736Y-1355800000,NBH-L2NW-AP272,D8:84:66:E2:46:8E,44,6,172.21.70.177,NBH-A18-SW-2NW-Gi3/0/4
1736Y-1355900000,NBH-BSE-AP017,D8:84:66:E2:46:93,56,6,172.21.71.28,NBH-A08-SW-GSE-Gi3/0/3
1736Y-1356000000,NBH-BNE-AP018,D8:84:66:E2:46:98,153,1,172.21.71.86,NBH-A03-SW-BNE-Gi2/0/9
1736Y-1356100000,NBH-L5NE-AP501,D8:84:66:E2:46:9D,161,6,172.21.70.231,NBH-A29-SW-5NE-Gi3/0/7
1736Y-1356200000,NBH-L1NE-AP171,D8:84:66:E2:46:A2,128,11,172.21.70.238,NBH-A10-SW-1NE-Gi3/0/7
1736Y-1356300000,NBH-L2NW-AP273,D8:84:66:E2:46:A7,149,1,172.21.70.181,NBH-A18-SW-2NW-Gi3/0/2
1736Y-1356400000,NBH-L2NW-AP274,D8:84:66:E2:46:AC,36,1,172.21.71.74,NBH-A18-SW-2NW-Gi1/0/1
1736Y-1356500000,NBH-L2SE-AP275,D8:84:66:E2:46:B1,153,11,172.21.71.0,NA
1736Y-1356600000,NBH-L2NW-AP276,D8:84:66:E2:46:B6,161,6,172.21.71.166,NBH-A18-SW-2NW-Gi4/0/1
1736Y-1356700000,NBH-BSE-AP019,D8:84:66:E2:46:BB,161,11,172.21.71.155,NBH-A08-SW-GSE-Gi2/0/3
1736Y-1356800000,NBH-L6SE-AP559,D8:84:66:E2:46:C0,44,5,172.21.71.118,NBH-A39-SW-6E-Gi3/0/5
1736Y-1357000000,NBH-L5NW-AP502,D8:84:66:E2:46:CA,44,1,172.21.69.234,NBH-A30-SW-5NW-Gi1/0/2
1736Y-1357100000,NBH-GSE-AP082,D8:84:66:E2:46:CF,40,1,172.21.71.41,NBH-A08-SW-GSE-Gi2/0/20
1736Y-1357200000,NBH-BNE-AP022,D8:84:66:E2:46:D4,60,6,172.21.71.87,NBH-A03-SW-BNE-Gi2/0/7
1736Y-1357300000,NBH-BSE-AP021,D8:84:66:E2:46:D9,157,1,172.21.70.214,NBH-A08-SW-GSE-Gi1/0/4
1736Y-1357400000,NBH-L6SE-AP560,D8:84:66:E2:46:DE,40,11,172.21.71.163,NBH-A39-SW-6E-Gi1/0/7
1736Y-1357500000,NBH-L5NW-AP503,D8:84:66:E2:46:E3,165,6,172.21.70.203,NBH-A30-SW-5NW-Gi1/0/3
1736Y-1357600000,NBH-L7NE-AP623,D8:84:66:E2:46:E8,44,11,172.21.70.207,NBH-A37-SW-7NE-Gi1/0/21
1736Y-1357700000,NBH-BSE-AP020,D8:84:66:E2:46:ED,44,6,172.21.71.27,NBH-A08-SW-GSE-Gi3/0/2
1736Y-1357800000,NBH-L1NE-AP172,D8:84:66:E2:46:F2,153,6,172.21.71.150,NBH-A10-SW-1NE-Gi4/0/9
1736Y-1358000000,NBH-BSE-AP023,D8:84:66:E2:46:FC,165,11,172.21.70.248,NBH-A08-SW-GSE-Gi4/0/3
1736Y-1358100000,NBH-L1SW-AP173,D8:84:66:E2:47:01,157,11,172.21.71.13,NBH-A16-SW-1SW-Gi1/0/2
